model,precision,set,kind,arm,k,k_is_main,norm,a,b,delta,ci_low,ci_high,se,p_boot,n,n_better,n_worse,n_tied,n_clusters,cl_ci_low,cl_ci_high,p_wilcoxon
drax,,earnings22,main,main,16,True,whisper,conf,rover_cg,2.780314561136479,1.5497913167972572,4.242019799963331,0.6959472763626241,0.0,600,193,120,287,6,1.9866860827959225,3.8726217784374577,5.195828155535197e-07
drax,,earnings22,main,main,16,True,legacy,mbr,rover_cg,0.46854750274150136,0.10900775245241522,0.8289514160644067,0.1866165412732008,0.0075,600,129,92,379,6,0.24391215054591023,0.835720896594125,0.015543416772970628
drax,,earnings22,main,main,16,True,whisper,mbr,rover_cg,0.4058853373921867,0.029965095583261322,0.7949181407396326,0.19503831159581536,0.0195,600,111,93,396,6,0.19200267134151433,0.8044723206981184,0.04050195536690251
drax,,earnings22,main,main,16,True,legacy,cm05,rover_cg,0.7676203768318214,0.06860297307697506,1.456126793488168,0.3582722483652442,0.018,600,146,106,348,6,0.12705583398037693,1.4940519763178224,0.004570944043368149
drax,,earnings22,main,main,16,True,whisper,cm05,rover_cg,0.8726534753932014,0.14058735358715294,1.577467141758735,0.36213501654173924,0.0095,600,143,107,350,6,0.35846634314829773,1.6561514195583595,0.0012841745627694787
drax,,earnings22,main,main,16,True,legacy,conf,rover_c,2.69165586681288,1.4700115654163215,4.122239760969742,0.680211075033219,0.0,600,197,110,293,6,2.0183694296405488,3.465947403910991,1.7170528758627997e-07
drax,,earnings22,main,main,16,True,whisper,conf,rover_c,2.962962962962963,1.7185088305260303,4.398210735328302,0.6934070269595477,0.0,600,191,103,306,6,2.15311004784689,4.088517069221427,7.619301037259047e-09
drax,,earnings22,main,main,16,True,legacy,conf,rover_freq,3.050543315721264,1.8573818238452242,4.46190424079503,0.6794513736159731,0.0,600,205,104,291,6,2.298503627886395,3.8760358590539954,3.1259648320626256e-10
drax,,earnings22,main,main,16,True,whisper,conf,rover_freq,3.4906139015728055,2.2640016606069975,4.969694009914298,0.6978709708148461,0.0,600,205,89,306,6,2.6803535785571713,4.407971864009379,2.3947256219504253e-13
drax,,earnings22,main,main,16,True,legacy,first,rover_cg,15.003489183531054,12.487034135915197,17.743277034451257,1.3580894095143468,0.0,600,385,52,163,6,12.503353903944191,18.38482008561842,2.303422601784569e-55
drax,,earnings22,main,main,16,True,whisper,first,rover_cg,15.809233891425672,13.195752442568715,18.654757405325107,1.3966106578188542,0.0,600,394,43,163,6,12.840703648076802,19.289299986032333,4.8971987857823095e-58
drax,,earnings22,main,main,16,True,legacy,conf,mbr,2.0735719270262187,0.8509085858090663,3.502721426255884,0.6992029846337098,0.0005,600,163,102,335,6,1.4380406695876868,2.700773349196907,0.00035631630839986047
